adult,backdrop_path,id,name,original_name,overview,poster_path,media_type,original_language,genre_ids,popularity,first_air_date,softcore,vote_average,vote_count,origin_country,title,original_title,release_date,video
False,/xEUcPKH4Nfm6XSuyzgkox6mh775.jpg,230311,Love Has Fireworks,爱情有烟火,"Qian Fei, an employee in a bank, was planning a fulfilling life. But after being abandoned by her fiancé, she had to redefine her life. Li Yifei, from a rich family, always prioritized his career. His girlfriend couldn't endure poverty and left. To cover her mortgage, Fei rent out a room to Yifei, and they became collaborators. Fei bravely faced challenges and grew through the process. Their journey was marked by collisions, but they fell in love and decided to face the future together.",/6CgxIE21h2EofyrbTja1Jscgx35.jpg,tv,zh,"[18, 35]",24.4714,2026-06-15,False,8.5,2,['CN'],,,,True
False,/5CLySfrEBC6av0wAQw67lRr5Puy.jpg,259231,Slay the Gods,斩神之凡尘神域,"""If the dark night comes to an end, I will stand in front of tens of thousands of people, slashing my sword into the abyss, staining the sky with blood!"" Have you ever thought that monsters from ancient myths lurk under the bright neon cities? Have you ever thought that above the moon hanging high above the heads of the world, there are gods watching over the world? Have you ever thought that in the crowded modern cities, there are extraordinary people who walk the world in place of gods?",/n4lEQkgCDuOP3TNvIjkzn5QjRp.jpg,tv,zh,"[16, 10765]",99.789,2024-07-31,False,8.3,16,['CN'],,,,True
False,/56v2KjBlU4XaOv9rVYEQypROD7P.jpg,66732,Stranger Things,Stranger Things,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",/uOOtwVbSr4QDjAGIifLDwpb2Pdl.jpg,tv,en,"[10759, 9648, 10765]",131.9242,2016-07-15,False,8.562,21364,['US'],,,,True
False,/q8vtAc81RluhMrh2QlaLgIm59Oa.jpg,290019,I Made Friends with the Second Prettiest Girl in My Class,クラスで２番目に可愛い女の子と友だちになった,"Maki Maehara, the class outcast, finally makes his first friend: Umi Asanagi, the second-prettiest girl in class and the center of everyone’s attention. He’s convinced she’s out of his league, but as their unlikely friendship grows, Maki starts to wonder…could there be more than just friendship between them?",/hJRG85Va7Vz0t0AM1TLiM3PN6tC.jpg,tv,ja,"[16, 35, 18]",24.7799,2026-04-07,False,8.5,32,['JP'],,,,True
False,/jSzUzhPC7k7OYrOm6L8txrKZpKp.jpg,1675177,,,"Tennis legends Chris Evert and Martina Navratilova reflect on their parallel journeys to sports stardom while delving into their rivalry and friendship, especially as the duo continue to support each other through their shared experience of cancer treatment.",/m6XxbOjeDyHChXlJ7CVEolNCq2o.jpg,movie,en,[99],6.429,,False,7.0,1,,Chris & Martina: The Final Set,Chris & Martina: The Final Set,2026-06-10,False
False,/96chPcURxg5thGyLqxO6otyxHFR.jpg,1169516,,,"A group of quirky characters gets stuck in a dangerous jungle during a chaotic mission. Filled with confusion, criminals, and hilarious situations, they must work together to survive and find their way out.",/1JlfUuvvX5xLP2LIDah4JhWUtTx.jpg,movie,hi,"[28, 35, 12, 80]",597.0734,,False,5.7,10,,Welcome to the Jungle,Welcome to the Jungle,2026-06-25,False
False,/vmdt6nUXYX4mM0Ahcvh4bgHOjUt.jpg,1292415,,,"MMA legend Patton James, now a commercial fisherman, is pulled back into the cage when his brother is in danger. Reuniting with his old coach Sammy, he commits to one final fight in one championship against the brutal champion Xavier Grau.",/7NrvUI3vnW8H3rD7ExKcTL7KRcQ.jpg,movie,en,"[28, 18]",47.5086,,False,6.298,62,,Beast,Beast,2026-04-10,False
False,/lthkKBLe1rX6iThgVFg22O02sJw.jpg,95479,JUJUTSU KAISEN,呪術廻戦,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",/fHpKWq9ayzSk8nSwqRuaAUemRKh.jpg,tv,ja,"[16, 10759, 10765]",110.9742,2020-10-03,False,8.577,4501,['JP'],,,,True
False,/p1ntnKJwn1URGv1xpU6NN33Y11O.jpg,303143,My Royal Nemesis,멋진 신세계,"A legendary Joseon villainess reincarnated in a modern actress’s body clashes with a cold-blooded chaebol heir, sparking a chaotic love-hate romance across centuries.",/rYLQbyIvbEd0lF84iXrx7CbPcBB.jpg,tv,ko,"[18, 35, 10765]",29.5343,2026-05-08,False,8.7,60,['KR'],,,,True
False,/7837uc8fhaREbOVnqIwXrFu335o.jpg,309163,Gals Can't Be Kind to Otaku!?,オタクに優しいギャルはいない!?,"Takuya Seo is a quiet otaku who keeps a low profile at school—until two gals from his class start talking to him. The cool but scatterbrained Kei Amane and the cheerful, energetic Kotoko Ijichi couldn’t be more different, but the three soon bond over anime, games, and shared fandom. But one question remains: do nice gals who hang out with otaku really exist?!",/bFVMNqlziHY4O41A5J3C382oXZc.jpg,tv,ja,"[16, 35]",16.9701,2026-04-08,False,7.942,26,['JP'],,,,True
False,/qO55CD8tgVL1T4WKn6zYFFiD6lL.jpg,1439930,,,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.",/qQclTgLMDvGBuUBFGHRipxkEwWR.jpg,movie,en,"[28, 18, 80]",124.909,,False,8.349,1740,,The Punisher: One Last Kill,The Punisher: One Last Kill,2026-05-12,False
False,/gkmE41A5ev5M299hLgX3JrWAM16.jpg,296286,Smoking Behind the Supermarket with You,スーパーの裏でヤニ吸うふたり,"Meet Sasaki, an overworked, middle-aged office worker. His days are marked only by the passing of more unrewarding corporate drudgery. Smoking helps take the edge off, but other than that, the only bright spot of his day is when he goes to the nearby supermarket and sees Yamada's smiling face. So, one evening after yet another exhausting day, he heads to the supermarket to find he missed Yamada's shift. Dejected, he decides to go find a smoking area but discovers there isn’t one to be found. Just as he’s about to leave, a girl in a biker jacket named Tayama asks him to join her at a secret smoking area!",/gHVfuuOXPVs0ltFbOZQjxpXtSSH.jpg,tv,ja,"[16, 18, 35]",32.767,2026-07-09,False,0.0,0,['JP'],,,,True
False,/mhXdDrphWF7XTQWyp3d8MZUqb3o.jpg,467905,,,"Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.",/kw7x5mSmHhoeeqwXLwXTBsofD1N.jpg,movie,en,"[35, 53]",17.875,,False,6.984,506,,How to Make a Killing,How to Make a Killing,2026-02-16,False
False,/iDnTAeR2WNA62XQG0ivtteDSjd5.jpg,138502,X-Men '97,X-Men '97,"The X-Men, a band of mutants who use their uncanny gifts to protect a world that hates and fears them, are challenged like never before, forced to face a dangerous and unexpected new future.",/9Ycz7yYRf9V4jk3YXwcZhFtbNcF.jpg,tv,en,"[16, 10759, 10765]",20.1921,2024-03-20,False,8.5,687,['US'],,,,True
False,/tUtXfyVy54BY7eJnRtI8Xnmr1ZL.jpg,4057,Criminal Minds,Criminal Minds,"An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David Rossi, a founding member of the BAU who returns to help the team solve new cases.",/hWSb4UnIjlTvnvrP98NbFSO60HA.jpg,tv,en,"[80, 18, 9648]",173.4714,2005-09-22,False,8.302,4101,['US'],,,,True
False,/drRxbu2OHG0DEENptZ8wI5f0uEU.jpg,1119449,,,A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.,/rWcfOdY7TU6lTdazWj0ebDZnAfO.jpg,movie,en,"[878, 28, 35]",23.6636,,False,7.046,635,,"Good Luck, Have Fun, Don't Die","Good Luck, Have Fun, Don't Die",2026-02-13,False
False,/jOxZVOYxghHw6ofH1QFG6ZQUt2V.jpg,300131,KILL BLUE,キルアオ,"Legendary hitman Juzo Ogami has never failed an assignment. But after a mission, he’s stung by a mysterious wasp and wakes up in the body of a 13-year-old boy! And to make things even weirder, he receives a bizarre new order: infiltrate a middle school. Now the once-feared assassin must balance the chaos of school life with his deadly work, all while searching for a way to regain his adult body!",/lqly2Kha1aFu2lJ3e82ZxllEjBj.jpg,tv,ja,"[16, 10759, 35]",17.1317,2026-04-11,False,8.318,22,['JP'],,,,True
False,/sb76azrAXr9U13uEQxNP5e3fujY.jpg,1390300,,,"A dysfunctional couple head to a remote cabin to ""reconnect"", but each has secret intentions to kill the other.",/kZCauMzAt9eMAhLMopCqnFw1Q5k.jpg,movie,en,"[28, 35, 53]",44.4212,,False,6.519,359,,Over Your Dead Body,Over Your Dead Body,2026-03-14,False
False,/dStkVJ2dQPe2Ak9X4McM1606vNn.jpg,239901,The Legend of Rosy Clouds,云秀行,"In the legendary Nine Cities, noblewoman Fan Yun and cunning lord Qi Zheng join forces to overcome a looming crisis. As they fight for the people's welfare, their bond deepens into friendship and love to bring peace and prosperity to the realm.",/2BplPHTd5BIPKXRawey3Q2hO3Iu.jpg,tv,zh,"[18, 35]",14.887,2026-06-20,False,8.0,2,['CN'],,,,True
False,/lgotja3xMoJZbynwHfcQcJAEMWH.jpg,1084242,,,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,movie,en,"[16, 12, 35, 9648, 10751]",74.9737,,False,7.672,3003,,Zootopia 2,Zootopia 2,2025-11-26,False
False,/j9fRIimor0AMFJR9kjZubXcABzZ.jpg,94664,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,"When a 34-year-old underachiever gets run over by a truck, his story doesn't end there. Reincarnated in a new world as an infant, Rudy will seize every opportunity to live the life he's always wanted. Armed with new friends, some freshly acquired magical abilities, and the courage to do the things he's always dreamed of, he's embarking on an epic adventure—with all of his past experience intact!",/gLKOYIMyKlUHW0SVdskhgf9C0yy.jpg,tv,ja,"[10759, 16, 10765]",89.0254,2021-01-11,False,8.569,1497,['JP'],,,,True
False,/j9fRIimor0AMFJR9kjZubXcABzZ.jpg,94664,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,"When a 34-year-old underachiever gets run over by a truck, his story doesn't end there. Reincarnated in a new world as an infant, Rudy will seize every opportunity to live the life he's always wanted. Armed with new friends, some freshly acquired magical abilities, and the courage to do the things he's always dreamed of, he's embarking on an epic adventure—with all of his past experience intact!",/gLKOYIMyKlUHW0SVdskhgf9C0yy.jpg,tv,ja,"[10759, 16, 10765]",89.0254,2021-01-11,False,8.569,1497,['JP'],,,,True
False,/7mkUu1F2hVUNgz24xO8HPx0D6mK.jpg,224372,A Knight of the Seven Kingdoms,A Knight of the Seven Kingdoms,"A century before the events of Game of Thrones, two unlikely heroes wandered Westeros: a young, naive but courageous knight, Ser Duncan the Tall, and his diminutive squire, Egg. Set in an age when the Targaryen line still holds the Iron Throne and the last dragon has not yet passed from living memory, great destinies, powerful foes, and dangerous exploits await these improbable and incomparable friends.",/k8yARbD9iYn2nRX2HvsopfKDN2r.jpg,tv,en,"[18, 10765, 10759]",39.3781,2026-01-18,False,8.453,954,['US'],,,,True
False,/to5eI3AWbT4spz1K58mIK5HQRbD.jpg,260592,Every Year After,Every Year After,"Six summers to fall in love. One moment to fall apart. A week to get it right. A fun, sweeping, romantic story that asks the question, what if your first love actually was your soulmate?",/nZGf0jnSJNXLf8o7iSzzX8qxHX9.jpg,tv,en,[18],54.0915,2026-06-10,False,8.33,56,['US'],,,,True
False,/l7wShoIdIUwaDIbsHno9pO5MZXT.jpg,1434,Family Guy,Family Guy,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",/3PFsEuAiyLkWsP4GG6dIV37Q6gu.jpg,tv,en,"[16, 35]",159.6081,1999-01-31,False,7.406,4989,['US'],,,,True
False,/7837uc8fhaREbOVnqIwXrFu335o.jpg,309163,Gals Can't Be Kind to Otaku!?,オタクに優しいギャルはいない!?,"Takuya Seo is a quiet otaku who keeps a low profile at school—until two gals from his class start talking to him. The cool but scatterbrained Kei Amane and the cheerful, energetic Kotoko Ijichi couldn’t be more different, but the three soon bond over anime, games, and shared fandom. But one question remains: do nice gals who hang out with otaku really exist?!",/bFVMNqlziHY4O41A5J3C382oXZc.jpg,tv,ja,"[16, 35]",16.9701,2026-04-08,False,7.942,26,['JP'],,,,True
False,/ol0H2DGp4ifBHA4JDlCpwJWxnY2.jpg,65930,My Hero Academia,僕のヒーローアカデミア,"After he saves a bully from a Villain, a normal student is granted a superpower that allows him to attend a high school training academy for Heroes.",/phuYuzqWW9ru8EA3HVjE9W2Rr3M.jpg,tv,ja,"[10759, 16, 10765]",18.3413,2016-04-03,False,8.6,5300,['JP'],,,,True
False,/xugEpZk9YQ0DIz1aFvH5HGkqpZK.jpg,1304313,,,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",/1q308iixueCU4pFtSYugNOevtNx.jpg,movie,en,"[27, 9648]",146.8997,,False,8.0,2007,,Lee Cronin's The Mummy,Lee Cronin's The Mummy,2026-04-15,False
False,/n5WBNNq1qdgnI0XULBH0XnCVaOc.jpg,311858,Prisoner,Prisoner,"A young and ambitious prison officer finds herself in the middle of a battle for the criminal underworld as crime lords try to evade justice. But in order to do that, she will have to learn quickly to put her faith in one of the very men she wants to put behind bars.",/zDjl6FOCuCy8gyug54VDlLgxa1l.jpg,tv,en,"[80, 10759]",74.1231,2026-04-30,False,5.455,22,['GB'],,,,True
False,/vf3hKPv3HKcaqIo3VsxM6ztT31L.jpg,301284,The Killings at Parrish Station,The Killings at Parrish Station,"It’s 1987, and Detective Georgia Cooke is called in to investigate the massacre of four scientists who have been brutally murdered in inexplicable ways, with a lone survivor the obvious suspect. But as Georgia digs deeper, unravelling a complex case entangled in mania, ritual, and the occult, her obsessive quest for the truth spirals into a nightmare that will put her family, career, and sanity on the line.  37 years later, a chilling new spree of murders will pull Georgia back into this nightmare as she confronts the terrifying possibility that the horrors at Parrish Station were never fully buried.",/bhoBX6IddH5ESUKVeZpxKgJBvGH.jpg,tv,en,"[80, 18, 9648]",11.3959,2026-06-24,False,5.667,3,['AU'],,,,True
False,/A2tzVTVtnTvpji96IZmleN78KKv.jpg,1239134,,,"A man inherits a palace in rural Mangalpur and plans his sister's wedding there, but strange supernatural events and panicked locals force him to investigate the property's mysterious past.",/ArIS4vwUxdhm3j7tsTHmffdfU8W.jpg,movie,hi,"[27, 35]",177.6107,,False,5.463,41,,Bhooth Bangla,भूत बंगला,2026-04-16,False
False,/seKQ4siIyJZAt3Xubijt5iXfjvA.jpg,312474,NIPPON SANGOKU: The Three Nations of the Crimson Sun,日本三國,"A revolution sparked by nuclear war, natural disaster, and misrule leads to the collapse of Japanese society. The country splits into three nations vying for hegemony, and the Sangoku era begins. Aoteru Misumi, a former agricultural officer, vows to reunify Japan. He rises through the ranks with only his knowledge and eloquence. Witness the legend of the man later hailed as a genius strategist.",/sM7zYE6xOmaNwC28LR7cEneAtuN.jpg,tv,ja,"[16, 18, 10768]",20.1704,2026-04-05,False,8.514,37,"['JP', 'US']",,,,True
False,/o6LK4vO1wvPDMvwWxZ79p04hjzC.jpg,1318621,,,"Now that the Queen of Hearts is nice and Cinderella is safe, things seem perfect for Red and Chloe… But little do they know that changing the past created a new villain - Maddox Hatter. When Maddox captures the Queen of Hearts, Red and Chloe must work with Red’s new sister Pink, Luisa Madrigal’s son Luis and Maddox’s son Max to save her and Wonderland.",/tPbMu1LH4YzyvG2a9X5qYERHmIv.jpg,movie,en,"[14, 10751, 10770]",5.2102,,False,0.0,0,,Descendants: Wicked Wonderland,Descendants: Wicked Wonderland,2026-07-16,False
False,/sih377ne4tNY0MLSvNuHBfxeVKg.jpg,112732,HaHaHaHaHa,哈哈哈哈哈,Road-type outdoor reality show. The five-kazakhstan tour group takes time out of the busy and trivial daily life to embark on a journey from east to west across China.,/wynP4QFfZNYHW0ETAbKVY9UjSbF.jpg,tv,zh,[10764],73.6558,2020-11-06,False,7.0,7,['CN'],,,,True
False,/r4sY77o6d6HMooAosZZRlPJgH5r.jpg,1515899,,,"Captured during Billie Eilish's sold-out world tour, a concert experience from one of the most celebrated and successful artists of her generation, presented in immersive 3D.",/zfFvltKHntGBupFuubx3r61v48e.jpg,movie,en,"[10402, 99]",8.1126,,False,7.5,23,,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),2026-05-06,False
False,/nHKscpZcAPkh97OsJJjyE5yaVE0.jpg,1316092,,,"Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.",/3YBce6dTh1D5oCMITXk2S5QhPt.jpg,movie,en,"[10749, 18]",19.5748,,False,6.7,1136,,"""Wuthering Heights""","""Wuthering Heights""",2026-02-11,False
False,/2ta3O7D1Nh42nTZof9qxJCVAvwk.jpg,91768,Ascendance of a Bookworm,本好きの下剋上 司書になるためには手段を選んでいられません,"When a sickly young girl suddenly becomes obsessed with inventing new things, her family and friends are all puzzled. ""What has gotten into Myne?"" they wondered, never dreaming that the answer is not a ""What"" but a ""Who"": Urano Motosu, a book-loving apprentice librarian who died in an earthquake in Tokyo who somehow found herself in Myne's body! And since Myne's world is still in a medieval stage, where books can only be owned by the elite, the new Myne intends to do everything she can to bring her beloved books to the masses in the time she has left.",/aVGueAM88cc4sX6PeMvuAPObDc4.jpg,tv,ja,"[16, 18, 10765]",20.0079,2019-10-03,False,8.1,136,['JP'],,,,True
False,/qiDq1iCK0Ie9uwxJu2gDeVxDvI1.jpg,124394,Power Book III: Raising Kanan,Power Book III: Raising Kanan,"Set in South Jamaica, Queens, in 1991, this prequel to ""Power"" revolves around the coming of age of Kanan Stark.",/pZ7IaHON9hnu8C0g3zdoWwIsJ9t.jpg,tv,en,"[18, 80]",32.9989,2021-07-18,False,8.065,217,['US'],,,,True
False,/vstgoeNAyIhSErJ9EWSqh2pINUc.jpg,125928,My Adventures with Superman,My Adventures with Superman,"Twenty-somethings Clark Kent, the bright and driven Lois Lane, and their best friend Jimmy Olsen begin to discover who they are and everything they can accomplish together as an investigative reporting team at the Daily Planet.",/tMslOS7noUUjc8BLvePk2QsV75v.jpg,tv,en,"[16, 10759, 10765]",28.9374,2023-07-07,False,8.2,234,['US'],,,,True
False,/qGPJ9AvOUpbpZjM6R7yqBDs4gsk.jpg,1145899,,,"David is tasked to deliver a mysterious package from South America, only to find out he is carrying a baby Marsupilami!",/rJNHFa07Id2ylQgw0ttzGwpeczE.jpg,movie,fr,"[12, 35]",10.5616,,False,6.323,124,,Marsupilami,Marsupilami,2026-02-04,False
False,/z1hekwU7a7FUP6XvqDwJjxAbrXJ.jpg,1368881,,,"An arrogant but charismatic ladies' man finds his life of money, power and casual flings upended when he wakes up in a parallel world dominated by women.",/kjR56Yv17pbjTVBTMjqepvcus4f.jpg,movie,en,"[35, 14]",12.6544,,False,6.012,368,,Ladies First,Ladies First,2026-05-21,False
False,/v2cTiLNlviotwugnDKqY21xGmSv.jpg,202555,Daredevil: Born Again,Daredevil: Born Again,"Matt Murdock, a blind lawyer with heightened abilities, is fighting for justice through his bustling law firm, while former mob boss Wilson Fisk pursues his own political endeavors in New York. When their past identities begin to emerge, both men find themselves on an inevitable collision course.",/xDUoAsU8lQHOOoRkFiBuarmACDN.jpg,tv,en,"[18, 10759, 80]",43.6281,2025-03-04,False,8.2,987,['US'],,,,True
False,/9UJDSMHKN1ENK9sOYf1iDghCgxo.jpg,1594694,,,"When her older brother Thaddeus is mysteriously kidnapped by the Spellbinder, 11-year-old Lydia sets off to find him in the Misty Sea. Picked up by the crew of a flying ship, the Dolphin, Lydia becomes the apprentice of Ambrosia, a Stargazer. Ambrosia is trying to find other children who have disappeared, including her own son. Determined to solve the mystery, Lydia must learn stargazing magic and ready herself to confront the Spellbinder.",/olvbI4J5ikw4u3bW06Iyi9BVHoJ.jpg,movie,fr,"[16, 10751]",4.2056,,False,7.0,1,,Lydia and the Mist Rider,Lydia et le vaisseau des tempêtes,2026-02-20,False
False,/l7wShoIdIUwaDIbsHno9pO5MZXT.jpg,1434,Family Guy,Family Guy,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",/3PFsEuAiyLkWsP4GG6dIV37Q6gu.jpg,tv,en,"[16, 35]",159.6081,1999-01-31,False,7.406,4989,['US'],,,,True
False,/j9fRIimor0AMFJR9kjZubXcABzZ.jpg,94664,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,"When a 34-year-old underachiever gets run over by a truck, his story doesn't end there. Reincarnated in a new world as an infant, Rudy will seize every opportunity to live the life he's always wanted. Armed with new friends, some freshly acquired magical abilities, and the courage to do the things he's always dreamed of, he's embarking on an epic adventure—with all of his past experience intact!",/gLKOYIMyKlUHW0SVdskhgf9C0yy.jpg,tv,ja,"[10759, 16, 10765]",89.0254,2021-01-11,False,8.569,1497,['JP'],,,,True
False,/1M8uW8o6fdDaa3zqmBD2UUKu0VZ.jpg,300054,BAKI-DOU: The Invincible Samurai,刃牙道,"Baki and the strongest Underground Arena fighters face a threat of historical proportions: the resurrected Musashi Miyamoto, Japan's greatest samurai.",/frtzbwANetYd0M4zdrZ5gx0E89q.jpg,tv,ja,"[16, 10759]",49.8053,2026-02-26,False,9.006,80,['JP'],,,,True
False,/tR8AoRgTCLS0y0iI1Eou8vZylfq.jpg,297557,The Classroom of a Black Cat and a Witch,黒猫と魔女の教室,"Spica Virgo dreams of joining a magical academy, but there’s one problem: She can’t use magic! With no mentor or connections, her chances seem slim—until a mysterious talking black cat appears. A powerful mage cursed into feline form, he agrees to teach her in exchange for help breaking the spell. As their secret pact begins, Spica steps into a world of magic, mystery, and unexpected surprises.",/e850NPQg3a4ZJDWE2EmxmjGa6Ab.jpg,tv,ja,"[16, 35, 10765]",11.7489,2026-04-12,False,7.0,11,['JP'],,,,True
False,/gcpJqXvolJSWoEX8tlPfT9HVOwL.jpg,1309400,,,"During the German occupation of World War II, François, Eusèbe, and Lisa, three courageous children, embark on a secret adventure: resisting the Nazis in the heart of France. Through sabotage, hidden messages, and perilous escapes, they carry out clandestine actions right under the enemy's nose. Daring and friendship are their only weapons in the fight against injustice.",/imsxGd3NaNzdOSZuRCUxDSOU9zU.jpg,movie,fr,"[12, 18, 36, 10751]",6.1601,,False,6.522,45,,The Children of the Resistance,Les Enfants de la Résistance,2026-02-11,False
False,/drRxbu2OHG0DEENptZ8wI5f0uEU.jpg,1119449,,,A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.,/rWcfOdY7TU6lTdazWj0ebDZnAfO.jpg,movie,en,"[878, 28, 35]",23.6636,,False,7.046,635,,"Good Luck, Have Fun, Don't Die","Good Luck, Have Fun, Don't Die",2026-02-13,False
False,/ut9idhPK3dEkUTB9Vhlzzj1tb8c.jpg,281233,Beyond Time's Gaze,光阴之外,"Xu Qing lives in a world where the weak are the prey of the strong, and every day is a fight to survive. The aura of a god has polluted the entire world, including the resources necessary to practice cultivation. As a result, cultivators risk mutation and death when they try to become more powerful. Xu Qing’s goals are simple: he wants to survive, and he wants to find his lost family. He lives in brutal, ruthless, and chaotic circumstances, but he encounters good people that become his close friends. He is not crafty and cowardly like Bai Xiaochun. He is not clever and greedy like Meng Hao. He is his own person.",/vF5RXqbpLTPHwwJWywxx5nZ6nTs.jpg,tv,zh,"[16, 10765]",26.504,2025-12-28,False,9.4,9,['CN'],,,,True
False,/gfBw8ZoGtRHSmSD5jo0McgwDzYd.jpg,297712,Fifties Professionals,오십프로,"Three seemingly ordinary but deadly uncles, whose fate sets them in motion again. It depicts the everyday lives of three middle-aged men, who have lived 50% of their lives, and the realistic comedy of these uncles who are even sadder because they were successful in their past.",/lPG0WrpcKKl3QegDBvYf0vW9mbl.jpg,tv,ko,"[10759, 35, 18]",17.2048,2026-05-22,False,6.1,5,['KR'],,,,True
False,/1N5yz1IDw6Ci8le1YgeM6xtBijA.jpg,1358005,,,"Jackie, President and CEO of Air Cruz, runs a tight ship in her business, including a rigid anti-fraternization policy for all her employees. When a new sexy lawyer begins working for her, that policy becomes very tested.",/1HRUTqEVDmJC4L6tp6zd85MI6uH.jpg,movie,en,"[10749, 35]",49.7348,,False,6.485,262,,Office Romance,Office Romance,2026-06-04,False
False,/yrWzAUEDJKMHqKukER2em94XAf8.jpg,66636,Love Island,Love Island,"A stunning cast engages in the ultimate game of love, as they land in a sunshine paradise in search of passion and romance. Each of the glamorous members of the public will live like celebrities in a luxury villa, but in order to stay there, they will not only have to win over the hearts of each other, but also the hearts of the public.",/akBaxxIjPvqR1oVsRoSWddz7rWq.jpg,tv,en,[10764],16.1461,2015-06-07,False,5.7,141,['GB'],,,,True
False,/zVKvOAwMwwLqGl5DR1FW5H5rYye.jpg,196285,Farming Life in Another World,異世界のんびり農家,"After Hiraku dies of a serious illness, God brings him back to life, gives his health and youth back, and sends him to a fantasy world of his choice. In order to enjoy his second shot, God bestows upon him the almighty farming tool! Watch as Hiraku digs, chops, and ploughs in another world in this laidback farming fantasy!",/pT4OoVQE8zGJ0Z0GZpJotK5Vzsj.jpg,tv,ja,"[16, 35, 10765]",22.8328,2023-01-06,False,7.5,148,['JP'],,,,True
False,/gqGQ0zADV5FIcgMWtWX8FcGQjFp.jpg,1116201,,,"In a post-apocalyptic future where an event known as ""The Quiet Rapture"" caused all known stars and habitable planets in the universe to disappear, a convict is sent to search an ocean of blood discovered on a desolate moon, using a small submarine nicknamed the ""Iron Lung"".",/sIwakdbMGS1krtgendTWpxTY9Hw.jpg,movie,en,"[27, 9648, 878]",20.1807,,False,6.953,299,,Iron Lung,Iron Lung,2026-01-30,False
False,/lgotja3xMoJZbynwHfcQcJAEMWH.jpg,1084242,,,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,movie,en,"[16, 12, 35, 9648, 10751]",74.9737,,False,7.672,3003,,Zootopia 2,Zootopia 2,2025-11-26,False
False,/iA6yYtTPPyyxH883WTYYrB3z0fv.jpg,207564,"Reborn as a Vending Machine, I Now Wander the Dungeon",自動販売機に生まれ変わった俺は迷宮を彷徨う,"A middle-aged man with only one passion in his life meets a fitting end in a traffic accident. That's where most stories would end, but instead, this is when his story begins when he's reborn as what he admired the most in life--a vending machine! But his new lease on life happens in the worst place possible--what can a vending machine do in a monster-infested dungeon when he can't speak or even move on his own?",/yCptRpyI7wMZd64GCrRkOY6ivmP.jpg,tv,ja,"[16, 35, 10759, 10765]",9.9412,2023-07-05,False,6.77,63,['JP'],,,,True
